path,identity
/home/dell/Desktop/f/data/dataset/train_data/00000_58.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00002_25.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00000_08.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00001_43.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00007_12.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_27.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_20.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00007_38.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00004_62.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00006_05.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_07.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_04.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00002_07.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00005_42.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00009_52.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00007_48.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_04.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_53.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00002_76.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00003_11.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00001_11.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_17.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00001_62.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00005_74.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00006_25.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00008_31.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00001_02.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00009_18.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00000_37.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00005_09.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00001_24.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00000_14.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00005_05.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00005_58.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00001_26.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_78.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00009_57.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00005_55.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00000_28.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00005_18.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00003_18.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00009_53.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00007_17.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00009_39.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00008_16.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00006_02.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00004_66.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00006_36.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00000_43.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00003_38.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00006_55.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00006_33.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00005_52.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00002_51.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00003_41.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00007_52.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_21.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00005_33.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00001_65.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00007_58.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_26.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00008_10.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00000_13.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_11.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_66.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00000_06.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_31.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00001_07.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_01.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_32.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00001_39.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_66.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00004_14.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00006_73.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00003_42.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00006_38.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00004_64.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00005_34.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00001_40.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00007_47.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00005_30.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00008_41.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00007_03.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_41.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00000_68.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00002_53.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00006_30.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00009_61.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00001_21.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00002_75.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00002_54.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00008_03.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_46.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00008_18.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00004_76.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00008_40.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00002_72.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00009_44.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00007_60.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_34.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_28.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_63.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00002_57.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00004_19.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00003_46.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00008_35.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_00.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00009_58.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00003_14.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00004_09.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00002_03.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00002_31.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00005_75.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00009_19.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00009_20.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00008_78.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00000_47.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00004_57.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00000_01.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00000_00.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00006_75.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00005_60.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00007_26.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00008_58.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_45.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00003_54.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_71.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00002_35.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00000_12.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00001_46.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00009_42.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00005_07.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00007_27.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00009_21.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00006_21.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_51.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00007_56.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00001_59.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00002_12.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00007_69.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00002_16.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00001_31.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00006_31.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00009_36.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00007_29.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_07.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_19.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_50.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00006_23.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00001_52.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00008_72.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00002_60.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00008_69.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00002_02.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00000_10.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_05.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00002_50.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00004_46.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00002_21.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00000_59.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00001_55.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00006_01.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00006_18.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00008_32.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_41.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00001_20.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00008_45.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00007_32.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_31.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00004_41.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00007_74.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00009_04.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00004_50.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00001_77.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00008_26.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00001_25.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00006_71.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00000_55.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00002_33.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00008_44.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00002_52.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00008_17.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00006_57.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00001_48.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00004_39.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00005_67.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00009_59.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00003_12.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_09.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00008_15.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00005_23.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00004_11.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00004_70.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00004_56.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00007_14.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00007_10.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00008_30.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00007_06.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00003_75.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_42.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00004_02.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00006_79.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00000_57.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00006_08.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00001_75.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00008_11.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_05.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00003_31.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00002_74.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00001_10.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_63.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00001_63.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00006_22.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00000_54.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00006_45.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_71.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00003_10.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00007_66.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00000_62.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00001_53.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00004_10.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00005_27.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00003_43.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00007_36.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00001_68.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00005_38.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00004_18.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00002_73.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00005_37.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00003_27.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00003_50.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00009_38.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00007_62.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00007_72.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00002_63.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00004_77.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00007_41.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00007_43.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00008_76.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00001_15.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00006_78.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00005_01.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00003_36.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00001_44.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00001_17.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00001_00.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00004_73.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00005_56.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00009_51.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00002_55.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00008_06.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00000_79.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00008_38.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_55.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00007_79.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00008_56.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00001_16.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00001_06.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00001_66.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00002_05.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00003_55.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00002_20.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00004_01.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00002_18.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00008_46.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_54.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00008_04.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00009_73.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00005_00.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00006_09.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00006_72.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00002_56.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00004_75.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00007_75.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00004_03.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00001_45.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00009_70.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00009_43.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00000_05.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00000_30.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00005_35.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00006_29.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00005_47.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00005_13.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00001_71.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00000_38.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_34.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00004_43.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00006_65.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00000_23.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00000_29.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_04.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00003_49.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00005_50.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00007_46.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00003_22.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_51.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00006_43.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_57.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_11.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00005_65.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00004_33.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00004_72.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00000_73.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00004_58.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00002_11.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00001_32.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00006_60.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00001_56.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00001_38.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00005_29.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00003_73.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_52.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00004_17.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00005_49.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00000_36.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00000_03.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00000_34.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00003_37.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00000_77.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00008_70.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00002_29.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00006_32.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00003_04.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00006_76.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_09.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00008_12.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00004_45.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00001_36.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_72.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00001_57.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00007_68.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00002_77.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00001_60.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_40.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00008_53.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00000_18.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00006_52.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00008_60.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00003_71.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00006_47.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00008_79.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00002_06.bmp,2
/home/dell/Desktop/f/data/dataset/train_data/00001_14.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00001_37.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00004_53.bmp,4
/home/dell/Desktop/f/data/dataset/train_data/00000_65.bmp,0
/home/dell/Desktop/f/data/dataset/train_data/00007_24.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_64.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00008_09.bmp,8
/home/dell/Desktop/f/data/dataset/train_data/00003_34.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00009_66.bmp,9
/home/dell/Desktop/f/data/dataset/train_data/00005_45.bmp,5
/home/dell/Desktop/f/data/dataset/train_data/00006_12.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00007_73.bmp,7
/home/dell/Desktop/f/data/dataset/train_data/00006_61.bmp,6
/home/dell/Desktop/f/data/dataset/train_data/00001_73.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_03.bmp,3
/home/dell/Desktop/f/data/dataset/train_data/00001_41.bmp,1
/home/dell/Desktop/f/data/dataset/train_data/00003_70.bmp,3
